row_id,time,x,y,direction,congestion
139,1991-04-01 00:40:00,0,2,SB,35
140,1991-04-01 00:40:00,0,2,WB,35
141,1991-04-01 00:40:00,0,3,EB,24
142,1991-04-01 00:40:00,0,3,NB,36
143,1991-04-01 00:40:00,0,3,NE,46
144,1991-04-01 00:40:00,0,3,SB,56
145,1991-04-01 00:40:00,0,3,SW,15
146,1991-04-01 00:40:00,0,3,WB,43
147,1991-04-01 00:40:00,1,0,EB,59
148,1991-04-01 00:40:00,1,0,NB,48
149,1991-04-01 00:40:00,1,0,NE,43
150,1991-04-01 00:40:00,1,0,SB,43
151,1991-04-01 00:40:00,1,0,SW,52
152,1991-04-01 00:40:00,1,0,WB,32
153,1991-04-01 00:40:00,1,1,EB,49
154,1991-04-01 00:40:00,1,1,NB,38
155,1991-04-01 00:40:00,1,1,SB,43
156,1991-04-01 00:40:00,1,1,WB,40
157,1991-04-01 00:40:00,1,2,EB,34
158,1991-04-01 00:40:00,1,2,NB,36
159,1991-04-01 00:40:00,1,2,NE,24
160,1991-04-01 00:40:00,1,2,SB,43
161,1991-04-01 00:40:00,1,2,SW,54
162,1991-04-01 00:40:00,1,2,WB,43
163,1991-04-01 00:40:00,1,3,EB,15
164,1991-04-01 00:40:00,1,3,NB,43
165,1991-04-01 00:40:00,1,3,NE,44
166,1991-04-01 00:40:00,1,3,SB,46
167,1991-04-01 00:40:00,1,3,SW,15
168,1991-04-01 00:40:00,1,3,WB,41
169,1991-04-01 00:40:00,2,0,EB,41
170,1991-04-01 00:40:00,2,0,NB,54
171,1991-04-01 00:40:00,2,0,SB,61
172,1991-04-01 00:40:00,2,0,WB,46
173,1991-04-01 00:40:00,2,1,EB,44
174,1991-04-01 00:40:00,2,1,NB,44
175,1991-04-01 00:40:00,2,1,NE,16
176,1991-04-01 00:40:00,2,1,NW,29
177,1991-04-01 00:40:00,2,1,SB,33
178,1991-04-01 00:40:00,2,1,SE,34
179,1991-04-01 00:40:00,2,1,SW,78
180,1991-04-01 00:40:00,2,1,WB,27
181,1991-04-01 00:40:00,2,2,EB,47
182,1991-04-01 00:40:00,2,2,NB,34
183,1991-04-01 00:40:00,2,2,NE,17
184,1991-04-01 00:40:00,2,2,NW,21
185,1991-04-01 00:40:00,2,2,SB,32
186,1991-04-01 00:40:00,2,2,SE,51
187,1991-04-01 00:40:00,2,2,SW,49
188,1991-04-01 00:40:00,2,2,WB,63
189,1991-04-01 00:40:00,2,3,EB,33
190,1991-04-01 00:40:00,2,3,NB,64
191,1991-04-01 00:40:00,2,3,NE,30
192,1991-04-01 00:40:00,2,3,SB,79
193,1991-04-01 00:40:00,2,3,SW,29
194,1991-04-01 00:40:00,2,3,WB,48
195,1991-04-01 01:00:00,0,0,EB,70
196,1991-04-01 01:00:00,0,0,NB,49
197,1991-04-01 01:00:00,0,0,SB,24
198,1991-04-01 01:00:00,0,1,EB,36
199,1991-04-01 01:00:00,0,1,NB,51
200,1991-04-01 01:00:00,0,1,SB,46
201,1991-04-01 01:00:00,0,1,WB,49
202,1991-04-01 01:00:00,0,2,EB,39
203,1991-04-01 01:00:00,0,2,NB,44
204,1991-04-01 01:00:00,0,2,SB,58
205,1991-04-01 01:00:00,0,2,WB,33
206,1991-04-01 01:00:00,0,3,EB,24
207,1991-04-01 01:00:00,0,3,NB,20
208,1991-04-01 01:00:00,0,3,NE,50
209,1991-04-01 01:00:00,0,3,SB,47
210,1991-04-01 01:00:00,0,3,SW,31
211,1991-04-01 01:00:00,0,3,WB,34
212,1991-04-01 01:00:00,1,0,EB,59
213,1991-04-01 01:00:00,1,0,NB,51
214,1991-04-01 01:00:00,1,0,NE,43
215,1991-04-01 01:00:00,1,0,SB,78
216,1991-04-01 01:00:00,1,0,SW,52
217,1991-04-01 01:00:00,1,0,WB,32
218,1991-04-01 01:00:00,1,1,EB,34
219,1991-04-01 01:00:00,1,1,NB,48
220,1991-04-01 01:00:00,1,1,SB,39
221,1991-04-01 01:00:00,1,1,WB,51
222,1991-04-01 01:00:00,1,2,EB,42
223,1991-04-01 01:00:00,1,2,NB,24
224,1991-04-01 01:00:00,1,2,NE,24
225,1991-04-01 01:00:00,1,2,SB,50
226,1991-04-01 01:00:00,1,2,SW,54
227,1991-04-01 01:00:00,1,2,WB,36
228,1991-04-01 01:00:00,1,3,EB,15
229,1991-04-01 01:00:00,1,3,NB,45
230,1991-04-01 01:00:00,1,3,NE,44
231,1991-04-01 01:00:00,1,3,SB,33
232,1991-04-01 01:00:00,1,3,SW,15
233,1991-04-01 01:00:00,1,3,WB,33
234,1991-04-01 01:00:00,2,0,EB,42
235,1991-04-01 01:00:00,2,0,NB,56
236,1991-04-01 01:00:00,2,0,SB,63
237,1991-04-01 01:00:00,2,0,WB,48
238,1991-04-01 01:00:00,2,1,EB,50
239,1991-04-01 01:00:00,2,1,NB,35
240,1991-04-01 01:00:00,2,1,NE,16
241,1991-04-01 01:00:00,2,1,NW,29
242,1991-04-01 01:00:00,2,1,SB,38
243,1991-04-01 01:00:00,2,1,SE,34
244,1991-04-01 01:00:00,2,1,SW,83
245,1991-04-01 01:00:00,2,1,WB,28
246,1991-04-01 01:00:00,2,2,EB,35
247,1991-04-01 01:00:00,2,2,NB,27
248,1991-04-01 01:00:00,2,2,NE,22
249,1991-04-01 01:00:00,2,2,NW,21
250,1991-04-01 01:00:00,2,2,SB,60
251,1991-04-01 01:00:00,2,2,SE,51
252,1991-04-01 01:00:00,2,2,SW,49
253,1991-04-01 01:00:00,2,2,WB,52
254,1991-04-01 01:00:00,2,3,EB,33
255,1991-04-01 01:00:00,2,3,NB,33
256,1991-04-01 01:00:00,2,3,NE,30
257,1991-04-01 01:00:00,2,3,SB,77
258,1991-04-01 01:00:00,2,3,SW,29
259,1991-04-01 01:00:00,2,3,WB,44
260,1991-04-01 01:20:00,0,0,EB,70
261,1991-04-01 01:20:00,0,0,NB,49
262,1991-04-01 01:20:00,0,0,SB,24
263,1991-04-01 01:20:00,0,1,EB,29
264,1991-04-01 01:20:00,0,1,NB,53
265,1991-04-01 01:20:00,0,1,SB,83
266,1991-04-01 01:20:00,0,1,WB,62
267,1991-04-01 01:20:00,0,2,EB,36
268,1991-04-01 01:20:00,0,2,NB,46
269,1991-04-01 01:20:00,0,2,SB,46
270,1991-04-01 01:20:00,0,2,WB,25
271,1991-04-01 01:20:00,0,3,EB,24
272,1991-04-01 01:20:00,0,3,NB,19
273,1991-04-01 01:20:00,0,3,NE,50
274,1991-04-01 01:20:00,0,3,SB,51
275,1991-04-01 01:20:00,0,3,SW,19
276,1991-04-01 01:20:00,0,3,WB,47
277,1991-04-01 01:20:00,1,0,EB,7
278,1991-04-01 01:20:00,1,0,NB,29
279,1991-04-01 01:20:00,1,0,NE,43
280,1991-04-01 01:20:00,1,0,SB,18
281,1991-04-01 01:20:00,1,0,SW,52
282,1991-04-01 01:20:00,1,0,WB,32
283,1991-04-01 01:20:00,1,1,EB,54
284,1991-04-01 01:20:00,1,1,NB,47
285,1991-04-01 01:20:00,1,1,SB,36
286,1991-04-01 01:20:00,1,1,WB,49
287,1991-04-01 01:20:00,1,2,EB,55
288,1991-04-01 01:20:00,1,2,NB,22
289,1991-04-01 01:20:00,1,2,NE,24
290,1991-04-01 01:20:00,1,2,SB,55
291,1991-04-01 01:20:00,1,2,SW,54
292,1991-04-01 01:20:00,1,2,WB,56
293,1991-04-01 01:20:00,1,3,EB,20
294,1991-04-01 01:20:00,1,3,NB,41
295,1991-04-01 01:20:00,1,3,NE,44
296,1991-04-01 01:20:00,1,3,SB,33
297,1991-04-01 01:20:00,1,3,SW,15
298,1991-04-01 01:20:00,1,3,WB,22
299,1991-04-01 01:20:00,2,0,EB,38
300,1991-04-01 01:20:00,2,0,NB,79
301,1991-04-01 01:20:00,2,0,SB,63
302,1991-04-01 01:20:00,2,0,WB,54
303,1991-04-01 01:20:00,2,1,EB,51
304,1991-04-01 01:20:00,2,1,NB,29
305,1991-04-01 01:20:00,2,1,NE,16
306,1991-04-01 01:20:00,2,1,NW,29
307,1991-04-01 01:20:00,2,1,SB,38
308,1991-04-01 01:20:00,2,1,SE,34
309,1991-04-01 01:20:00,2,1,SW,83
310,1991-04-01 01:20:00,2,1,WB,27
311,1991-04-01 01:20:00,2,2,EB,47
312,1991-04-01 01:20:00,2,2,NB,31
313,1991-04-01 01:20:00,2,2,NE,19
314,1991-04-01 01:20:00,2,2,NW,21
315,1991-04-01 01:20:00,2,2,SB,43
316,1991-04-01 01:20:00,2,2,SE,51
317,1991-04-01 01:20:00,2,2,SW,49
318,1991-04-01 01:20:00,2,2,WB,50
319,1991-04-01 01:20:00,2,3,EB,33
320,1991-04-01 01:20:00,2,3,NB,50
321,1991-04-01 01:20:00,2,3,NE,30
322,1991-04-01 01:20:00,2,3,SB,79
323,1991-04-01 01:20:00,2,3,SW,29
324,1991-04-01 01:20:00,2,3,WB,44
325,1991-04-01 01:40:00,0,0,EB,70
326,1991-04-01 01:40:00,0,0,NB,49
327,1991-04-01 01:40:00,0,0,SB,24
328,1991-04-01 01:40:00,0,1,EB,15
329,1991-04-01 01:40:00,0,1,NB,48
330,1991-04-01 01:40:00,0,1,SB,38
331,1991-04-01 01:40:00,0,1,WB,39
332,1991-04-01 01:40:00,0,2,EB,36
333,1991-04-01 01:40:00,0,2,NB,51
334,1991-04-01 01:40:00,0,2,SB,43
335,1991-04-01 01:40:00,0,2,WB,25
336,1991-04-01 01:40:00,0,3,EB,29
337,1991-04-01 01:40:00,0,3,NB,60
338,1991-04-01 01:40:00,0,3,NE,48
339,1991-04-01 01:40:00,0,3,SB,27
340,1991-04-01 01:40:00,0,3,SW,26
341,1991-04-01 01:40:00,0,3,WB,47
342,1991-04-01 01:40:00,1,0,EB,43
343,1991-04-01 01:40:00,1,0,NB,29
344,1991-04-01 01:40:00,1,0,NE,43
345,1991-04-01 01:40:00,1,0,SB,40
346,1991-04-01 01:40:00,1,0,SW,52
347,1991-04-01 01:40:00,1,0,WB,32
348,1991-04-01 01:40:00,1,1,EB,37
349,1991-04-01 01:40:00,1,1,NB,36
350,1991-04-01 01:40:00,1,1,SB,37
351,1991-04-01 01:40:00,1,1,WB,41
352,1991-04-01 01:40:00,1,2,EB,40
353,1991-04-01 01:40:00,1,2,NB,33
354,1991-04-01 01:40:00,1,2,NE,24
355,1991-04-01 01:40:00,1,2,SB,53
356,1991-04-01 01:40:00,1,2,SW,54
357,1991-04-01 01:40:00,1,2,WB,21
358,1991-04-01 01:40:00,1,3,EB,20
359,1991-04-01 01:40:00,1,3,NB,34
360,1991-04-01 01:40:00,1,3,NE,44
361,1991-04-01 01:40:00,1,3,SB,35
362,1991-04-01 01:40:00,1,3,SW,15
363,1991-04-01 01:40:00,1,3,WB,20
364,1991-04-01 01:40:00,2,0,EB,34
365,1991-04-01 01:40:00,2,0,NB,42
366,1991-04-01 01:40:00,2,0,SB,61
367,1991-04-01 01:40:00,2,0,WB,47
368,1991-04-01 01:40:00,2,1,EB,41
369,1991-04-01 01:40:00,2,1,NB,41
370,1991-04-01 01:40:00,2,1,NE,16
371,1991-04-01 01:40:00,2,1,NW,29
372,1991-04-01 01:40:00,2,1,SB,82
373,1991-04-01 01:40:00,2,1,SE,34
374,1991-04-01 01:40:00,2,1,SW,75
375,1991-04-01 01:40:00,2,1,WB,33
376,1991-04-01 01:40:00,2,2,EB,45
377,1991-04-01 01:40:00,2,2,NB,41
378,1991-04-01 01:40:00,2,2,NE,76
379,1991-04-01 01:40:00,2,2,NW,21
380,1991-04-01 01:40:00,2,2,SB,48
381,1991-04-01 01:40:00,2,2,SE,51
382,1991-04-01 01:40:00,2,2,SW,49
383,1991-04-01 01:40:00,2,2,WB,45
384,1991-04-01 01:40:00,2,3,EB,33
385,1991-04-01 01:40:00,2,3,NB,78
386,1991-04-01 01:40:00,2,3,NE,30
387,1991-04-01 01:40:00,2,3,SB,85
388,1991-04-01 01:40:00,2,3,SW,29
389,1991-04-01 01:40:00,2,3,WB,44
390,1991-04-01 02:00:00,0,0,EB,70
391,1991-04-01 02:00:00,0,0,NB,49
392,1991-04-01 02:00:00,0,0,SB,65
393,1991-04-01 02:00:00,0,1,EB,20
394,1991-04-01 02:00:00,0,1,NB,27
395,1991-04-01 02:00:00,0,1,SB,46
396,1991-04-01 02:00:00,0,1,WB,39
397,1991-04-01 02:00:00,0,2,EB,35
398,1991-04-01 02:00:00,0,2,NB,56
399,1991-04-01 02:00:00,0,2,SB,49
400,1991-04-01 02:00:00,0,2,WB,49
401,1991-04-01 02:00:00,0,3,EB,29
402,1991-04-01 02:00:00,0,3,NB,100
403,1991-04-01 02:00:00,0,3,NE,48
404,1991-04-01 02:00:00,0,3,SB,53
405,1991-04-01 02:00:00,0,3,SW,2
406,1991-04-01 02:00:00,0,3,WB,67
407,1991-04-01 02:00:00,1,0,EB,43
408,1991-04-01 02:00:00,1,0,NB,45
409,1991-04-01 02:00:00,1,0,NE,43
410,1991-04-01 02:00:00,1,0,SB,22
411,1991-04-01 02:00:00,1,0,SW,52
412,1991-04-01 02:00:00,1,0,WB,39
413,1991-04-01 02:00:00,1,1,EB,27
414,1991-04-01 02:00:00,1,1,NB,29
415,1991-04-01 02:00:00,1,1,SB,44
416,1991-04-01 02:00:00,1,1,WB,31
417,1991-04-01 02:00:00,1,2,EB,88
418,1991-04-01 02:00:00,1,2,NB,26
419,1991-04-01 02:00:00,1,2,NE,24
420,1991-04-01 02:00:00,1,2,SB,48
421,1991-04-01 02:00:00,1,2,SW,54
422,1991-04-01 02:00:00,1,2,WB,45
423,1991-04-01 02:00:00,1,3,EB,20
424,1991-04-01 02:00:00,1,3,NB,35
425,1991-04-01 02:00:00,1,3,NE,44
426,1991-04-01 02:00:00,1,3,SB,59
427,1991-04-01 02:00:00,1,3,SW,15
428,1991-04-01 02:00:00,1,3,WB,27
429,1991-04-01 02:00:00,2,0,EB,56
430,1991-04-01 02:00:00,2,0,NB,47
431,1991-04-01 02:00:00,2,0,SB,67
432,1991-04-01 02:00:00,2,0,WB,57
433,1991-04-01 02:00:00,2,1,EB,33
434,1991-04-01 02:00:00,2,1,NB,19
435,1991-04-01 02:00:00,2,1,NE,16
436,1991-04-01 02:00:00,2,1,NW,29
437,1991-04-01 02:00:00,2,1,SB,82
438,1991-04-01 02:00:00,2,1,SE,34
439,1991-04-01 02:00:00,2,1,SW,78
440,1991-04-01 02:00:00,2,1,WB,12
441,1991-04-01 02:00:00,2,2,EB,89
442,1991-04-01 02:00:00,2,2,NB,41
443,1991-04-01 02:00:00,2,2,NE,36
444,1991-04-01 02:00:00,2,2,NW,21
445,1991-04-01 02:00:00,2,2,SB,62
446,1991-04-01 02:00:00,2,2,SE,60
447,1991-04-01 02:00:00,2,2,SW,50
448,1991-04-01 02:00:00,2,2,WB,57
449,1991-04-01 02:00:00,2,3,EB,33
450,1991-04-01 02:00:00,2,3,NB,73
451,1991-04-01 02:00:00,2,3,NE,30
452,1991-04-01 02:00:00,2,3,SB,85
453,1991-04-01 02:00:00,2,3,SW,29
454,1991-04-01 02:00:00,2,3,WB,44
455,1991-04-01 02:20:00,0,0,EB,70
456,1991-04-01 02:20:00,0,0,NB,49
457,1991-04-01 02:20:00,0,0,SB,65
458,1991-04-01 02:20:00,0,1,EB,16
459,1991-04-01 02:20:00,0,1,NB,46
460,1991-04-01 02:20:00,0,1,SB,50
461,1991-04-01 02:20:00,0,1,WB,63
462,1991-04-01 02:20:00,0,2,EB,34
463,1991-04-01 02:20:00,0,2,NB,51
464,1991-04-01 02:20:00,0,2,SB,62
465,1991-04-01 02:20:00,0,2,WB,49
466,1991-04-01 02:20:00,0,3,EB,29
467,1991-04-01 02:20:00,0,3,NB,79
468,1991-04-01 02:20:00,0,3,NE,48
469,1991-04-01 02:20:00,0,3,SB,57
470,1991-04-01 02:20:00,0,3,SW,2
471,1991-04-01 02:20:00,0,3,WB,67
472,1991-04-01 02:20:00,1,0,EB,53
473,1991-04-01 02:20:00,1,0,NB,50
474,1991-04-01 02:20:00,1,0,NE,43
475,1991-04-01 02:20:00,1,0,SB,47
476,1991-04-01 02:20:00,1,0,SW,52
477,1991-04-01 02:20:00,1,0,WB,39
478,1991-04-01 02:20:00,1,1,EB,17
479,1991-04-01 02:20:00,1,1,NB,42
480,1991-04-01 02:20:00,1,1,SB,54
481,1991-04-01 02:20:00,1,1,WB,37
482,1991-04-01 02:20:00,1,2,EB,75
483,1991-04-01 02:20:00,1,2,NB,43
484,1991-04-01 02:20:00,1,2,NE,24
485,1991-04-01 02:20:00,1,2,SB,44
486,1991-04-01 02:20:00,1,2,SW,54
487,1991-04-01 02:20:00,1,2,WB,88
488,1991-04-01 02:20:00,1,3,EB,20
489,1991-04-01 02:20:00,1,3,NB,49
490,1991-04-01 02:20:00,1,3,NE,44
491,1991-04-01 02:20:00,1,3,SB,37
492,1991-04-01 02:20:00,1,3,SW,15
493,1991-04-01 02:20:00,1,3,WB,38
494,1991-04-01 02:20:00,2,0,EB,52
495,1991-04-01 02:20:00,2,0,NB,82
496,1991-04-01 02:20:00,2,0,SB,63
497,1991-04-01 02:20:00,2,0,WB,67
498,1991-04-01 02:20:00,2,1,EB,57
499,1991-04-01 02:20:00,2,1,NB,60
500,1991-04-01 02:20:00,2,1,NE,16
501,1991-04-01 02:20:00,2,1,NW,29
502,1991-04-01 02:20:00,2,1,SB,82
503,1991-04-01 02:20:00,2,1,SE,34
504,1991-04-01 02:20:00,2,1,SW,78
505,1991-04-01 02:20:00,2,1,WB,30
506,1991-04-01 02:20:00,2,2,EB,11
507,1991-04-01 02:20:00,2,2,NB,46
508,1991-04-01 02:20:00,2,2,NE,36
509,1991-04-01 02:20:00,2,2,NW,21
510,1991-04-01 02:20:00,2,2,SB,57
511,1991-04-01 02:20:00,2,2,SE,60
512,1991-04-01 02:20:00,2,2,SW,50
513,1991-04-01 02:20:00,2,2,WB,81
514,1991-04-01 02:20:00,2,3,EB,44
515,1991-04-01 02:20:00,2,3,NB,73
516,1991-04-01 02:20:00,2,3,NE,30
517,1991-04-01 02:20:00,2,3,SB,85
518,1991-04-01 02:20:00,2,3,SW,16
519,1991-04-01 02:20:00,2,3,WB,44
520,1991-04-01 02:40:00,0,0,EB,70
521,1991-04-01 02:40:00,0,0,NB,49
522,1991-04-01 02:40:00,0,0,SB,65
523,1991-04-01 02:40:00,0,1,EB,33
524,1991-04-01 02:40:00,0,1,NB,51
525,1991-04-01 02:40:00,0,1,SB,46
526,1991-04-01 02:40:00,0,1,WB,17
527,1991-04-01 02:40:00,0,2,EB,34
528,1991-04-01 02:40:00,0,2,NB,24
529,1991-04-01 02:40:00,0,2,SB,41
530,1991-04-01 02:40:00,0,2,WB,49
531,1991-04-01 02:40:00,0,3,EB,29
532,1991-04-01 02:40:00,0,3,NB,17
533,1991-04-01 02:40:00,0,3,NE,43
534,1991-04-01 02:40:00,0,3,SB,61
535,1991-04-01 02:40:00,0,3,SW,53
536,1991-04-01 02:40:00,0,3,WB,80
537,1991-04-01 02:40:00,1,0,EB,53
538,1991-04-01 02:40:00,1,0,NB,51
539,1991-04-01 02:40:00,1,0,NE,43
540,1991-04-01 02:40:00,1,0,SB,44
541,1991-04-01 02:40:00,1,0,SW,52
542,1991-04-01 02:40:00,1,0,WB,39
543,1991-04-01 02:40:00,1,1,EB,34
544,1991-04-01 02:40:00,1,1,NB,72
545,1991-04-01 02:40:00,1,1,SB,59
546,1991-04-01 02:40:00,1,1,WB,50
547,1991-04-01 02:40:00,1,2,EB,42
548,1991-04-01 02:40:00,1,2,NB,69
549,1991-04-01 02:40:00,1,2,NE,24
550,1991-04-01 02:40:00,1,2,SB,43
551,1991-04-01 02:40:00,1,2,SW,54
552,1991-04-01 02:40:00,1,2,WB,38
553,1991-04-01 02:40:00,1,3,EB,44
554,1991-04-01 02:40:00,1,3,NB,13
555,1991-04-01 02:40:00,1,3,NE,44
556,1991-04-01 02:40:00,1,3,SB,34
557,1991-04-01 02:40:00,1,3,SW,15
558,1991-04-01 02:40:00,1,3,WB,49
559,1991-04-01 02:40:00,2,0,EB,38
560,1991-04-01 02:40:00,2,0,NB,73
561,1991-04-01 02:40:00,2,0,SB,41
562,1991-04-01 02:40:00,2,0,WB,53
563,1991-04-01 02:40:00,2,1,EB,52
564,1991-04-01 02:40:00,2,1,NB,31
565,1991-04-01 02:40:00,2,1,NE,16
566,1991-04-01 02:40:00,2,1,NW,29
567,1991-04-01 02:40:00,2,1,SB,82
568,1991-04-01 02:40:00,2,1,SE,34
569,1991-04-01 02:40:00,2,1,SW,69
570,1991-04-01 02:40:00,2,1,WB,22
571,1991-04-01 02:40:00,2,2,EB,31
572,1991-04-01 02:40:00,2,2,NB,74
573,1991-04-01 02:40:00,2,2,NE,84
574,1991-04-01 02:40:00,2,2,NW,21
575,1991-04-01 02:40:00,2,2,SB,21
576,1991-04-01 02:40:00,2,2,SE,60
577,1991-04-01 02:40:00,2,2,SW,50
578,1991-04-01 02:40:00,2,2,WB,64
579,1991-04-01 02:40:00,2,3,EB,44
580,1991-04-01 02:40:00,2,3,NB,71
